country,location_name,latitude,longitude,YEAR,MO,DY,HR,T2M,PRECTOTCORR,WS10M,WS50M,WD10M,RH2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN
India,Mumbai,19.07,72.87,2025,8,10,17,26.33,6.53,3.19,3.96,253,85.43,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,10,18,25.51,6.6,2.17,3.75,254,91.12,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,10,19,24.93,3.63,1.74,3.43,249.2,93.92,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,10,20,24.68,3,1.67,3.01,245.3,94.26,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,10,21,24.49,3.78,1.61,2.68,242.3,94.23,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,10,22,24.4,4.06,1.4,2.17,227.3,93.68,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,10,23,24.21,6.43,1.38,2.14,217,94.2,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,0,24,7.99,1.38,2.13,215.3,94.76,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,1,23.78,7.01,1.38,2.12,218.5,95.28,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,2,23.71,5.27,1.42,2.15,219.9,95.18,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,3,23.69,3.38,1.41,2.13,220.1,94.91,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,4,23.66,1.45,1.48,2.24,222,94.55,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,5,23.67,2.18,1.49,2.25,219.6,94,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,6,23.98,2.36,1.43,2.26,217,94.29,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,7,25.21,4.57,1.88,2.38,215,89.69,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,8,26.14,7.44,2.52,2.88,221.5,85.44,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,9,26.94,8.57,3.16,3.53,226.8,82.09,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,10,27.55,11.93,3.59,3.97,233.2,80.3,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,11,28.06,14.78,3.96,4.36,239.7,79.15,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,12,28.41,19.18,4.36,4.78,244.3,78.51,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,13,28.25,26.66,4.63,5.1,247.3,79.07,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,14,27.85,28.35,4.84,5.37,249.6,80.57,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,15,27.23,27.07,4.73,5.31,252.9,82.79,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,16,26.6,8.57,4.22,4.86,256.4,84.88,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,17,25.96,3.19,3.49,4.36,261.9,88.01,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,18,25.32,3.7,2.35,3.83,262.9,92.43,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,19,24.9,5.8,1.56,3.04,257,95.1,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,20,24.71,6.26,1.38,2.42,239,95.29,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,21,24.59,2.76,1.41,2.33,219.2,95.09,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,22,24.47,0.38,1.51,2.59,210.1,95.49,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,11,23,24.45,3.15,1.56,2.86,206.2,95.73,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,0,24.46,2.7,1.6,3.01,207.2,95.76,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,1,24.37,3.11,1.6,3.08,213.3,95.83,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,2,24.29,2.95,1.54,2.9,218.4,95.82,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,3,24.28,3.14,1.55,2.9,225.3,95.06,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,4,24.26,2.71,1.49,2.6,230.4,94.27,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,5,24.24,2.61,1.41,2.36,234.5,93.82,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,6,24.53,2.36,1.29,2.23,236.1,93.51,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,7,25.39,2.47,1.75,2.18,239,87.87,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,8,26.16,3.05,1.95,2.25,241.5,84.59,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,9,27.32,5.21,2.41,2.7,247.1,80.75,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,10,28.16,8.81,2.97,3.3,256.4,77.6,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,11,28.6,11.29,3.25,3.54,258.3,76.78,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,12,28.87,10.1,3.68,3.98,254.6,76.38,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,13,28.77,10.18,4.18,4.56,253.3,77.06,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,14,28.41,7.56,4.5,5.01,253.7,77.98,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,15,27.82,9.55,4.42,5.03,254.9,80.14,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,16,26.96,20.4,4.16,4.79,258.9,84.02,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,17,26.13,23.32,3.65,4.33,264.8,87.75,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,18,25.45,9.92,2.12,3.48,266.5,92.46,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,19,25.03,5.08,1.38,2.56,249.6,95.01,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,20,24.86,3.09,1.45,2.53,224.2,95.06,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,21,24.67,0.41,1.66,3.01,214.5,95.41,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,22,24.56,0.38,1.71,3.2,213.8,95.76,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,12,23,24.58,3.04,1.59,2.95,209.5,95.9,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,0,24.54,4.89,1.61,2.83,210.7,95.71,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,1,24.43,4.65,1.6,2.92,215.1,95.85,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,2,24.34,4.74,1.63,2.95,219.3,95.82,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,3,24.27,4.91,1.61,2.95,226.3,95.87,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,4,24.21,5.34,1.45,2.67,235.7,96.09,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,5,24.17,5.98,1.28,2.31,246,96.24,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,6,24.34,6.46,1.3,2.15,248.4,95.66,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,7,24.99,7.81,1.64,2,235,92.31,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,8,25.82,8.38,2.12,2.42,227.9,88.44,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,9,26.65,9.8,2.3,2.59,237.6,85.08,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,10,27.4,7.47,2.18,2.44,245.9,82.11,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,11,27.91,9.52,2.37,2.63,242.4,80.71,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,12,27.92,23.16,2.66,2.93,246.7,80.89,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,13,27.95,24.91,3.05,3.33,252.8,81.49,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,14,27.86,34.83,3.61,3.98,258.7,81.89,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,15,27.31,56.61,3.68,4.14,259.2,83.71,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,16,26.58,51.25,3.44,4.11,255.4,86.79,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,17,26.02,28.72,2.41,3.25,250.9,90.38,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,18,25.57,14.65,1.56,2.77,232.8,93.97,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,19,25.23,11.06,1.58,3.08,219.3,95.35,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,20,25.04,8.36,1.62,3.18,217.2,95.78,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,21,24.95,6.77,1.49,2.91,213.3,96.05,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,22,24.83,11.8,1.39,2.61,205.1,96.23,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,13,23,24.75,18.07,1.32,2.5,198.2,96.34,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,0,24.7,21.01,1.32,2.47,199,96.15,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,1,24.53,20.37,1.33,2.52,209.3,96.26,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,2,24.48,16.54,1.26,2.46,225,96.34,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,3,24.49,16.29,1.19,2.28,226.4,96.39,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,4,24.44,20.48,1.04,1.75,206.8,96.17,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,5,24.38,15.04,1.09,1.82,198.1,96.15,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,6,24.56,12.98,1.2,2.17,198,95.85,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,7,25.09,13.47,1.85,2.28,192.8,92.29,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,8,25.56,12.26,2.25,2.6,207.6,90.49,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,9,26.2,17.12,2.57,2.96,224.1,88.07,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,10,26.51,21.79,2.77,3.17,232.6,86.84,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,11,26.6,21.3,2.97,3.38,236.3,86.71,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,12,26.84,26.95,3.18,3.56,237.5,85.76,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,13,26.94,39.47,3.63,4.1,240.8,85.23,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,14,27.33,30.24,4.09,4.58,245.3,84.15,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,15,27.26,42.52,4.14,4.71,247.9,84.04,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,16,26.82,44,3.45,4.03,243.5,85.35,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,17,26.28,39.27,2.76,3.44,230.1,87.94,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,18,25.51,22.29,2.15,3.5,220.7,92.71,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,19,24.95,20,1.92,3.56,219.5,95.08,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,20,24.74,19.12,1.71,3.28,215,95.86,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,21,24.7,17.82,1.6,3.09,204.3,96.12,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,22,24.68,17.78,1.75,3.2,195.2,95.99,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,14,23,24.58,14.6,1.72,3.05,191,96.21,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,0,24.48,16.09,1.57,2.73,193.6,96.42,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,1,24.43,12.22,1.29,2.33,200.4,96.54,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,2,24.44,11.54,1.06,2,205.1,96.69,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,3,24.48,12.15,0.96,1.82,212.7,96.69,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,4,24.53,11.89,0.89,1.69,219.1,96.65,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,5,24.57,14.11,0.88,1.64,220.4,96.55,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,6,24.69,14.36,0.91,1.65,215.6,96.16,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,7,25.11,14.81,1.28,1.75,217.7,93.65,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,8,25.59,16.83,1.73,2.01,232.5,91.07,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,9,26.29,19.76,2.26,2.56,250.1,88.35,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,10,26.71,29.23,2.8,3.14,262.4,86.98,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,11,26.78,44.3,3.31,3.7,270,86.88,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,12,26.79,52.5,3.79,4.28,273.5,86.98,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,13,26.81,43.92,4.18,4.73,273.6,87.08,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,14,26.85,40.09,4.28,4.87,273.2,86.84,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,15,26.72,39.31,4.18,4.83,270.4,87.18,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,16,26.35,60.98,3.87,4.69,267,88.54,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,17,25.87,51.58,3.42,4.69,264,90.9,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,18,25.33,27.89,2.42,4.3,258.3,93.86,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,19,24.98,17.47,1.89,3.71,253.7,95.13,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,20,24.8,12.07,1.76,3.32,244.5,95.29,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,21,24.69,11.17,1.7,2.98,231.4,95.28,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,22,24.54,12.28,1.7,3.01,219.5,95.69,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,15,23,24.39,11.72,1.75,3.28,216.4,96.19,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,0,24.28,9.46,1.76,3.34,219,96.42,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,1,24.26,8.44,1.7,3.28,220.7,96.45,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,2,24.32,6.86,1.63,3.16,223,96.3,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,3,24.37,6.57,1.57,3.09,230.9,96.2,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,4,24.36,8,1.47,2.88,244.1,96.38,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,5,24.36,16.93,1.35,2.59,261.9,96.48,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,6,24.53,25.3,1.28,2.38,275.4,96.26,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,7,24.96,23.52,1.6,2.16,266.8,93.42,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,8,25.46,16.09,2.19,2.59,250.2,90.84,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,9,25.87,12.61,2.76,3.21,243.1,89.22,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,10,26.58,18.78,3.28,3.78,244.9,86.83,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,11,27.32,29.18,3.64,4.15,249.9,84,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,12,27.45,49.39,3.92,4.43,254.2,83.22,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,13,27.18,61.91,4.29,4.89,258.6,83.97,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,14,27.1,45.8,4.46,5.1,259.9,84.29,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,15,27,42.94,4.42,5.1,261.2,84.45,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,16,26.56,60.91,4.16,4.95,260.6,85.94,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,17,25.88,39.48,3.53,4.58,257.6,89.31,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,18,25.27,25.26,2.28,3.72,255.8,93.32,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,19,24.92,19.49,1.66,3.16,255,95.32,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,20,24.78,16.41,1.37,2.63,250.4,95.9,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,21,24.71,11.09,1.23,2.17,235.9,96.24,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,22,24.7,7.05,1.23,2.17,215.4,96.37,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,16,23,24.62,14.59,1.35,2.14,211.3,96.27,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,0,24.47,18.17,1.36,2.05,208.6,96.61,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,1,24.34,16.38,1.55,2.2,209.4,96.82,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,2,24.31,13.41,1.7,2.52,223.8,96.98,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,3,24.33,7.31,1.66,2.67,230.9,97.19,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,4,24.39,10.92,1.1,2.14,227.2,97.52,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,5,24.48,18.79,0.73,1.33,195.9,97.36,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,6,24.65,15.53,1.09,1.61,176.3,96.27,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,7,24.99,9.56,1.67,2.03,188.6,94.16,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,8,25.4,12.45,1.98,2.28,199.8,92.35,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,9,25.94,16.31,2.08,2.35,206.6,90.24,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,10,26.6,19.07,2.29,2.54,214.3,87.72,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,11,27.01,21.83,2.63,2.9,221.8,86.25,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,12,27.16,38.68,3.02,3.33,228.4,85.96,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,13,27.35,38.82,3.6,3.97,232.8,85.68,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,14,27.45,50.09,3.94,4.38,236.3,85.3,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,15,27.15,78.02,4.27,4.84,237.5,86.5,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,16,26.35,106.31,4.62,5.48,240.4,89.41,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,17,25.57,90.03,4.26,5.54,242.6,92.5,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,18,25.06,66.16,3.62,5.29,238.9,94.64,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,19,24.82,57.13,3.4,5.35,235.8,95.24,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,20,24.69,54.34,3.27,5.29,230.1,95.49,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,21,24.63,54.58,3.25,5.3,223.9,95.56,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,22,24.54,62.87,3.42,5.51,223,95.57,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,17,23,24.28,63.12,3.87,5.68,222.3,96.04,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,0,24.11,33.45,3.92,5.49,221.4,96.61,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,1,24.18,12.55,3.72,5.35,220.4,96.43,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,2,24.2,14.17,3.75,5.42,224.8,96.54,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,3,24.23,13.82,3.74,5.45,229.4,96.78,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,4,24.28,11.95,3.2,4.95,231.6,96.8,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,5,24.27,25.54,2.57,4.18,230.7,97.11,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,6,24.22,24.93,2.7,3.95,235.4,97.28,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,7,24.52,15.66,3.1,3.99,234.6,95.98,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,8,24.96,16.58,3.42,4.28,233.2,94.15,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,9,25.65,18.36,3.96,4.8,233.9,91.36,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,10,25.99,37,4.43,5.34,235.7,89.93,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,11,26.14,54.88,4.81,5.77,240.3,89.43,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,12,26.23,75.89,5.2,6.32,244.6,88.93,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,13,26.58,103.33,5.67,6.79,246.3,87.71,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,14,26.12,128.88,5.48,6.78,246.2,88.76,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,15,25.76,135.3,5.39,6.72,243.9,90.4,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,16,25.37,143.54,5.14,6.73,242.9,91.68,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,17,24.81,161.17,4.89,6.81,240.1,93.83,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,18,24.39,167.1,5.01,7.19,237.1,95.11,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,19,24.21,172.05,5.28,7.62,236.4,95.48,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,20,24.16,186.88,5.38,7.77,236,95.5,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,21,24.13,176.99,5.25,7.64,234.4,95.75,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,22,24.1,140.73,5.04,7.37,231.9,95.84,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,18,23,24.07,109.26,4.91,7.2,229.4,95.81,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,0,24.04,92.29,5.03,7.33,230.3,95.72,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,1,24.05,87.51,5.05,7.46,233,95.52,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,2,24.07,89.65,4.96,7.44,237,95.29,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,3,24.15,70.94,4.55,7.15,241,94.98,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,4,24.16,71.11,3.92,6.49,245.5,95.31,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,5,24.19,79.93,3.41,6.06,247.9,95.48,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,6,24.36,82.97,3.48,6.04,250.5,95.16,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,7,25.01,81.66,4.52,6.3,251,93.59,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,8,25.4,115.69,5.23,6.69,250.7,92.72,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,9,25.67,138.76,5.73,7.31,250.8,91.62,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,10,25.97,148.97,6.36,8.03,251.4,90.33,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,11,25.7,152.93,6.66,8.54,251.1,91.06,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,12,25.21,137.6,6.53,8.51,249.4,93.02,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,13,24.86,127.22,6.29,8.34,247.6,94.23,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,14,24.67,107.45,5.91,7.94,246,94.76,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,15,24.61,95.09,5.66,7.68,244.6,94.72,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,16,24.55,104.81,5.72,7.9,244.1,94.7,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,17,24.31,102.34,5.74,8.04,243.6,95.34,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,18,24.12,70.2,5.81,8.07,243.4,96.28,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,19,24.14,33.7,5.69,7.84,239.6,96.56,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,20,24.26,15.96,5.73,7.99,234.5,96.24,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,21,24.31,16.19,5.83,8.09,231.5,96.34,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,22,24.35,21.26,5.48,7.74,230.3,96.09,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,19,23,24.32,36.34,5.33,7.51,229.4,96.31,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,0,24.3,27.4,5.11,7.23,226.6,96.28,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,1,24.26,20.31,5.3,7.44,226.3,96.35,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,2,24.2,22.95,5.88,8.08,230,96.41,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,3,24.05,35.68,6.29,8.61,232.7,96.77,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,4,23.96,37.74,6.41,8.67,234.6,97.07,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,5,24.12,24.76,5.86,8.21,235.4,96.18,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,6,24.26,20.62,5.48,7.75,236.2,95.91,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,7,24.46,21.38,5.66,7.8,236.5,95.66,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,8,24.73,22.99,5.84,7.81,235.6,95.24,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,9,25,21.3,6.06,7.97,234.8,94.51,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,10,25.31,18.19,6.28,8.16,233.4,93.03,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,11,25.6,14.71,6.5,8.27,231.4,91.14,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,12,25.58,24.47,6.48,8.34,229.3,90.5,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,13,25.68,23.48,6.49,8.15,226.9,90.16,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,14,25.57,12.32,6.12,7.8,225.3,90.33,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,15,25.28,29.87,5.78,7.53,225.1,91.42,-999,-999,-999
India,Mumbai,19.07,72.87,2025,8,20,16,25.18,26.33,6.22,8.06,225.3,92.04,-999,-999,-999
